"word_id" "word_status" "repnum" "repstatus" "run" "lag" "correct" "RT" "crossrun" "sid"
0 "real" 1 "NOVEL" 3 0 0 1325.3585 FALSE 1001
48 "pseudo" 2 "REPEAT" 3 8 0 1651.7683 FALSE 1001
0 "real" 1 "NOVEL" 3 0 1 1038.8185 FALSE 1001
0 "pseudo" 1 "NOVEL" 3 0 1 1180.9759 FALSE 1001
0 "real" 1 "NOVEL" 3 0 0 960.6784 FALSE 1001
0 "real" 1 "NOVEL" 3 0 0 1229.4887 FALSE 1001
0 "pseudo" 1 "NOVEL" 3 0 0 930.6009 FALSE 1001
2 "real" 1 "REPEAT" 3 0 1 1342.2572 FALSE 1001
0 "pseudo" 1 "NOVEL" 3 0 1 1348.8593 FALSE 1001
0 "pseudo" 1 "NOVEL" 3 0 1 1098.5034 FALSE 1001
21 "real" 4 "REPEAT" 3 16 1 1036.3558 FALSE 1001
3 "real" 1 "REPEAT" 3 0 1 1221.6866 FALSE 1001
0 "real" 1 "NOVEL" 3 0 0 1063.6846 FALSE 1001
0 "pseudo" 1 "NOVEL" 3 0 0 1152.5347 FALSE 1001
2 "real" 2 "REPEAT" 3 8 1 1081.6863 FALSE 1001
0 "real" 1 "NOVEL" 3 0 0 990.7332 FALSE 1001
48 "pseudo" 3 "REPEAT" 3 16 1 1474.0666 FALSE 1001
48 "pseudo" 4 "REPEAT" 3 1 1 1057.5622 FALSE 1001
0 "pseudo" 1 "NOVEL" 3 0 1 1505.9458 FALSE 1001
0 "real" 1 "NOVEL" 3 0 0 950.9898 FALSE 1001
0 "pseudo" 1 "NOVEL" 3 0 0 972.3483 FALSE 1001
0 "real" 1 "NOVEL" 3 0 1 1209.6663 FALSE 1001
0 "real" 1 "NOVEL" 3 0 0 1177.1376 FALSE 1001
30 "real" 1 "REPEAT" 3 0 0 1415.8227 FALSE 1001
0 "real" 1 "NOVEL" 3 0 0 1209.1432 FALSE 1001
0 "real" 1 "NOVEL" 3 0 0 965.625 FALSE 1001
0 "real" 1 "NOVEL" 3 0 0 898.5799 FALSE 1001
3 "real" 2 "REPEAT" 3 16 1 1243.7982 FALSE 1001
0 "pseudo" 1 "NOVEL" 3 0 1 1398.3505 FALSE 1001
0 "pseudo" 1 "NOVEL" 3 0 0 1040.7293 FALSE 1001
0 "pseudo" 1 "NOVEL" 3 0 1 1474.1371 FALSE 1001
30 "real" 2 "REPEAT" 3 8 1 783.4769 FALSE 1001
0 "real" 1 "NOVEL" 3 0 1 1232.3663 FALSE 1001
0 "pseudo" 1 "NOVEL" 4 0 1 1683.2714 FALSE 1001
0 "pseudo" 1 "NOVEL" 4 0 1 931.0442 FALSE 1001
3 "real" 3 "REPEAT" 4 8 1 1042.0834 TRUE 1001
0 "pseudo" 1 "NOVEL" 4 0 1 1090.0517 FALSE 1001
3 "real" 4 "REPEAT" 4 2 1 872.28 FALSE 1001
0 "real" 1 "NOVEL" 4 0 0 1311.9449 FALSE 1001
0 "pseudo" 1 "NOVEL" 4 0 0 1082.3438 FALSE 1001
3 "real" 5 "REPEAT" 4 4 1 799.8358 FALSE 1001
21 "real" 5 "REPEAT" 4 32 1 883.6101 TRUE 1001
0 "real" 1 "NOVEL" 4 0 1 1291.766 FALSE 1001
51 "real" 1 "REPEAT" 4 0 1 1268.828 FALSE 1001
0 "pseudo" 1 "NOVEL" 4 0 1 1344.1414 FALSE 1001
2 "real" 3 "REPEAT" 4 32 0 1451.9522 TRUE 1001
0 "pseudo" 1 "NOVEL" 4 0 1 1255.3584 FALSE 1001
0 "real" 1 "NOVEL" 4 0 0 912.719 FALSE 1001
48 "pseudo" 5 "REPEAT" 4 32 0 1196.1757 TRUE 1001
21 "real" 6 "REPEAT" 4 8 1 950.8157 FALSE 1001
48 "pseudo" 6 "REPEAT" 4 2 1 1118.3557 FALSE 1001
21 "real" 7 "REPEAT" 4 2 1 802.1637 FALSE 1001
14 "pseudo" 1 "REPEAT" 4 0 1 1047.1741 FALSE 1001
14 "pseudo" 2 "REPEAT" 4 1 1 874.1338 FALSE 1001
48 "pseudo" 7 "REPEAT" 4 4 1 950.9515 FALSE 1001
0 "real" 1 "NOVEL" 4 0 1 961.6569 FALSE 1001
0 "pseudo" 1 "NOVEL" 4 0 0 1213.0179 FALSE 1001
0 "real" 1 "NOVEL" 4 0 1 1011.3162 FALSE 1001
0 "real" 1 "NOVEL" 4 0 0 1234.2523 FALSE 1001
51 "real" 2 "REPEAT" 4 16 0 1298.1147 FALSE 1001
0 "pseudo" 1 "NOVEL" 4 0 0 1514.6237 FALSE 1001
2 "real" 4 "REPEAT" 4 16 1 1000.2468 FALSE 1001
30 "real" 3 "REPEAT" 4 32 1 1051.6806 TRUE 1001
51 "real" 3 "REPEAT" 4 4 1 1015.6057 FALSE 1001
0 "real" 1 "NOVEL" 4 0 1 876.8341 FALSE 1001
2 "real" 5 "REPEAT" 4 4 1 850.5929 FALSE 1001
2 "real" 6 "REPEAT" 4 1 1 824.4568 FALSE 1001
0 "pseudo" 1 "NOVEL" 4 0 0 993.3186 FALSE 1001
2 "real" 7 "REPEAT" 4 2 1 828.01 FALSE 1001
14 "pseudo" 3 "REPEAT" 4 16 1 1048.985 FALSE 1001
0 "real" 1 "NOVEL" 4 0 0 1033.5636 FALSE 1001
51 "real" 4 "REPEAT" 4 8 1 1191.364 FALSE 1001
3 "real" 6 "REPEAT" 4 32 1 922.2789 FALSE 1001
3 "real" 7 "REPEAT" 4 1 1 821.4728 FALSE 1001
0 "pseudo" 1 "NOVEL" 4 0 1 1188.4486 FALSE 1001
47 "pseudo" 1 "REPEAT" 4 0 1 1523.9498 FALSE 1001
14 "pseudo" 4 "REPEAT" 4 8 1 1629.8335 FALSE 1001
30 "real" 4 "REPEAT" 4 16 0 1142.4859 FALSE 1001
14 "pseudo" 5 "REPEAT" 4 2 1 1318.4037 FALSE 1001
27 "real" 1 "REPEAT" 4 0 1 1179.2481 FALSE 1001
0 "real" 1 "NOVEL" 4 0 0 1508.8723 FALSE 1001
30 "real" 5 "REPEAT" 4 4 1 1060.9181 FALSE 1001
0 "real" 1 "NOVEL" 4 0 0 1650.1795 FALSE 1001
1 "pseudo" 2 "REPEAT" 4 2 1 1718.8251 FALSE 1001
0 "pseudo" 1 "NOVEL" 4 0 1 1718.8638 FALSE 1001
0 "pseudo" 1 "NOVEL" 4 0 0 1562.6209 FALSE 1001
0 "pseudo" 1 "NOVEL" 4 0 0 1270.9935 FALSE 1001
0 "real" 1 "NOVEL" 4 0 1 1265.446 FALSE 1001
0 "pseudo" 1 "NOVEL" 4 0 0 1671.3407 FALSE 1001
11 "real" 1 "REPEAT" 4 0 1 1584.7554 FALSE 1001
11 "real" 2 "REPEAT" 4 1 1 885.6203 FALSE 1001
27 "real" 2 "REPEAT" 4 16 1 1032.8842 FALSE 1001
0 "pseudo" 1 "NOVEL" 4 0 0 1133.5116 FALSE 1001
0 "pseudo" 1 "NOVEL" 4 0 1 1073.3994 FALSE 1001
11 "real" 3 "REPEAT" 4 4 1 788.3931 FALSE 1001
0 "pseudo" 1 "NOVEL" 4 0 1 1039.4503 FALSE 1001
0 "pseudo" 1 "NOVEL" 4 0 1 1552.9551 FALSE 1001
